,x_left_wrist,y_left_wrist,x_left_elbow,y_left_elbow,x_left_shoulder,y_left_shoulder,x_right_wrist,y_right_wrist,x_right_elbow,y_right_elbow,x_right_shoulder,y_right_shoulder,waving
16,0.28927022,0.28254867,0.41501865,0.28052676,0.48486853,0.2534315,0.53689206,0.376401,0.5894863,0.38793218,0.5757504,0.2865931,0
17,0.28634882,0.28365347,0.4099815,0.276896,0.5034481,0.25777435,0.53118277,0.45729384,0.5746001,0.4210949,0.57006377,0.30632374,0
18,0.47685167,0.28210115,0.45344442,0.27987248,0.5088886,0.26277822,0.57044005,0.4607947,0.58233947,0.39734143,0.55557907,0.29002434,0
19,0.49675462,0.26514432,0.5563445,0.32060325,0.56147826,0.283797,0.49092025,0.30393848,0.4915639,0.35194635,0.48412025,0.307099,0
20,0.58074176,0.28489822,0.6269978,0.3640831,0.5798646,0.2890485,0.50873995,0.2787449,0.44495174,0.37292668,0.4604897,0.28927815,0
21,0.59319425,0.3940125,0.5968832,0.3915236,0.58391124,0.31121475,0.56122696,0.28965375,0.45721978,0.34443936,0.49269992,0.26862362,0
22,0.62187374,0.29429156,0.5896261,0.34916815,0.5406274,0.28413743,0.61829686,0.2897591,0.57035935,0.33175504,0.508862,0.26807624,0
23,0.71781677,0.30249834,0.6486394,0.29104632,0.567562,0.27526447,0.70804256,0.2961299,0.6346913,0.28263453,0.53223515,0.25924242,0
24,0.72084224,0.30002344,0.59299386,0.32942384,0.5180235,0.29489967,0.75226796,0.29674366,0.65416527,0.2906602,0.5560333,0.28095764,0
25,0.7155055,0.30796856,0.6163305,0.32863647,0.5445038,0.2887397,0.7153082,0.29541537,0.6365725,0.29181808,0.54415816,0.25441885,0
26,0.6209151,0.3125304,0.5973928,0.35402593,0.56234974,0.29146808,0.6230767,0.2906865,0.5716679,0.33822864,0.506053,0.25983208,0
27,0.7705122,0.28471947,0.67610216,0.28747287,0.60567296,0.286516,0.51171196,0.28358108,0.43527293,0.32790646,0.47971767,0.27827483,0
28,0.77370656,0.28623104,0.6776632,0.27918798,0.5942569,0.2777394,0.4989016,0.28425026,0.4328434,0.34142286,0.47623047,0.28049022,0
29,0.7540039,0.28954697,0.6794076,0.2852611,0.5970883,0.2787989,0.510021,0.28900242,0.4379599,0.34600788,0.47486338,0.27928254,0
30,0.7142848,0.2975499,0.662301,0.31051835,0.6044215,0.2947647,0.5627862,0.2848971,0.45642442,0.32658365,0.48438904,0.27267465,0
31,0.67453045,0.28906605,0.61754274,0.31166932,0.58080137,0.29048568,0.66910505,0.2795246,0.59101516,0.29790992,0.49925554,0.2515437,0
32,0.703827,0.27700472,0.61499083,0.30314854,0.5327455,0.27490932,0.7276261,0.2610654,0.6417875,0.27332598,0.5329289,0.2644145,0
33,0.6114708,0.39736125,0.60547787,0.3664359,0.56793,0.28819257,0.7121146,0.28224403,0.6215181,0.2924647,0.51909906,0.25511774,0
34,0.60679686,0.4652612,0.60249305,0.3670691,0.5671094,0.2915228,0.70680255,0.26723942,0.61324936,0.2846387,0.5136543,0.25537366,0
35,0.6225972,0.36956948,0.61037934,0.3630548,0.5798484,0.2986226,0.6847989,0.28742778,0.5952656,0.30941597,0.49976832,0.26759022,0
36,0.5914909,0.2829751,0.6169738,0.373599,0.60851324,0.28681144,0.55745864,0.2859059,0.4930582,0.32872027,0.50213987,0.27550536,0
37,0.5813564,0.2847714,0.64304733,0.35749978,0.60080534,0.28062344,0.4831596,0.32156172,0.46229023,0.3613678,0.49531424,0.28457165,0
38,0.5691266,0.28596628,0.6399305,0.36950597,0.6010178,0.28100955,0.47475708,0.35473666,0.4623236,0.40363082,0.4915336,0.30449006,0
39,0.57426524,0.28239647,0.6495748,0.34680057,0.60046184,0.2816153,0.48126686,0.3251343,0.46168476,0.37619692,0.49176964,0.29436257,0
40,0.5725388,0.28611198,0.6438649,0.358479,0.60191035,0.28129613,0.4759161,0.33468983,0.4592873,0.3825049,0.49042794,0.29501116,1
41,0.5953263,0.28534016,0.6526972,0.34103152,0.59498954,0.27348197,0.48374593,0.350267,0.47330877,0.36733457,0.5000244,0.2966423,1
42,0.59360534,0.2910908,0.6538502,0.3466309,0.5981103,0.27185863,0.48238766,0.3697129,0.46870908,0.3773013,0.49408436,0.2911093,1
43,0.6015802,0.26291257,0.6615676,0.33968657,0.60667485,0.26535073,0.47792858,0.37159595,0.47564512,0.37951192,0.49892136,0.29001868,1
44,0.60027814,0.2811228,0.69197506,0.3162935,0.6026995,0.2690799,0.49297497,0.37727138,0.48298845,0.3741463,0.49731562,0.29668856,1
45,0.6082102,0.25582826,0.6585319,0.32875362,0.60240203,0.27404833,0.4862847,0.40533304,0.48325765,0.37692118,0.49084935,0.29342556,1
46,0.6223178,0.25419742,0.63629967,0.33254606,0.5981246,0.27017567,0.49604094,0.4032991,0.482782,0.37125212,0.49036354,0.29072386,1
47,0.61458004,0.25926504,0.63599634,0.33835274,0.5973373,0.27407062,0.49302697,0.40323108,0.47932512,0.36693165,0.4917006,0.28845686,1
48,0.62425286,0.25483716,0.6414403,0.33693403,0.5981828,0.27050436,0.48996878,0.39153585,0.47545052,0.36752462,0.4907534,0.2899298,1
49,0.6244764,0.25654578,0.6373487,0.33670968,0.5978685,0.2718197,0.4912963,0.39839077,0.47640666,0.36728936,0.48710132,0.28681213,1
50,0.6519944,0.27144817,0.6446288,0.31613246,0.6004151,0.26739538,0.492187,0.40565822,0.47631717,0.37621185,0.48707157,0.28992733,1
51,0.6130733,0.31615958,0.63749933,0.34222442,0.5983524,0.27916223,0.49802643,0.3822338,0.4715012,0.3687602,0.49309438,0.28734565,1
52,0.5779043,0.36820406,0.6170944,0.3728522,0.5932126,0.28038192,0.49130017,0.37583268,0.46422124,0.36788034,0.49454507,0.2874192,1
53,0.6723549,0.4568867,0.6198411,0.3885839,0.5951772,0.29103303,0.47542983,0.38920996,0.46089512,0.3749457,0.4829739,0.2866385,1
54,0.6664883,0.45407993,0.614277,0.39915475,0.59022284,0.3043826,0.4633246,0.41368625,0.4616984,0.37958795,0.4829474,0.2976206,1
55,0.5797807,0.43092364,0.60880876,0.37457615,0.5906927,0.2884703,0.48109126,0.39108837,0.45958027,0.37829316,0.47994518,0.28853056,1
56,0.59013724,0.25242573,0.6359777,0.34170163,0.58509266,0.27638412,0.46720085,0.4402678,0.47525895,0.39261135,0.4826727,0.29668206,1
57,0.60188556,0.23213755,0.65854514,0.3079586,0.58516514,0.25705373,0.4697535,0.43531042,0.48378825,0.37322375,0.48229283,0.2957642,1
58,0.6123022,0.16699062,0.6304885,0.2863548,0.57764375,0.25905433,0.51016647,0.38224322,0.5013571,0.37136722,0.4879728,0.3008194,1
59,0.592448,0.17969194,0.6359172,0.29249367,0.5807959,0.2693745,0.5040846,0.3804073,0.49080682,0.3649293,0.48668274,0.3066818,1
