,x,y,label,waving
218,0.44592702,0.44592702,7,0
219,0.47735447,0.47735447,8,0
220,0.32045633,0.32045633,9,0
221,0.5356757,0.5356757,10,0
222,0.3197408,0.3197408,5,0
223,0.3306464,0.3306464,6,0
224,0.44592702,0.44592702,7,0
225,0.47735447,0.47735447,8,0
226,0.32045633,0.32045633,9,0
227,0.5356757,0.5356757,10,0
228,0.3197408,0.3197408,5,0
229,0.3306464,0.3306464,6,0
230,0.44592702,0.44592702,7,0
231,0.47735447,0.47735447,8,0
232,0.32045633,0.32045633,9,0
233,0.5356757,0.5356757,10,0
234,0.3197408,0.3197408,5,0
235,0.3306464,0.3306464,6,0
236,0.44592702,0.44592702,7,0
237,0.47735447,0.47735447,8,0
238,0.32045633,0.32045633,9,0
239,0.5356757,0.5356757,10,0
240,0.3197408,0.3197408,5,0
241,0.3306464,0.3306464,6,0
242,0.44592702,0.44592702,7,0
243,0.47735447,0.47735447,8,0
244,0.32045633,0.32045633,9,0
245,0.5356757,0.5356757,10,0
246,0.3197408,0.3197408,5,1
247,0.3306464,0.3306464,6,1
248,0.44592702,0.44592702,7,1
249,0.47735447,0.47735447,8,1
250,0.32045633,0.32045633,9,1
251,0.5356757,0.5356757,10,1
252,0.3197408,0.3197408,5,1
253,0.3306464,0.3306464,6,1
254,0.44592702,0.44592702,7,1
255,0.47735447,0.47735447,8,1
256,0.32045633,0.32045633,9,1
257,0.5356757,0.5356757,10,1
258,0.3197408,0.3197408,5,1
259,0.3306464,0.3306464,6,1
260,0.44592702,0.44592702,7,1
261,0.47735447,0.47735447,8,1
262,0.32045633,0.32045633,9,1
263,0.5356757,0.5356757,10,1
264,0.3197408,0.3197408,5,1
265,0.3306464,0.3306464,6,1
266,0.44592702,0.44592702,7,1
267,0.47735447,0.47735447,8,1
268,0.32045633,0.32045633,9,1
269,0.5356757,0.5356757,10,1
270,0.3197408,0.3197408,5,1
271,0.3306464,0.3306464,6,1
272,0.44592702,0.44592702,7,1
273,0.47735447,0.47735447,8,1
274,0.32045633,0.32045633,9,1
275,0.5356757,0.5356757,10,1
276,0.3197408,0.3197408,5,1
277,0.3306464,0.3306464,6,1
278,0.44592702,0.44592702,7,1
279,0.47735447,0.47735447,8,1
280,0.32045633,0.32045633,9,1
281,0.5356757,0.5356757,10,1
282,0.3197408,0.3197408,5,1
283,0.3306464,0.3306464,6,1
284,0.44592702,0.44592702,7,1
285,0.47735447,0.47735447,8,1
286,0.32045633,0.32045633,9,1
287,0.5356757,0.5356757,10,1
288,0.3197408,0.3197408,5,1
289,0.3306464,0.3306464,6,1
290,0.44592702,0.44592702,7,1
291,0.47735447,0.47735447,8,1
292,0.32045633,0.32045633,9,1
293,0.5356757,0.5356757,10,1
294,0.3197408,0.3197408,5,1
295,0.3306464,0.3306464,6,1
296,0.44592702,0.44592702,7,1
297,0.47735447,0.47735447,8,1
298,0.32045633,0.32045633,9,1
299,0.5356757,0.5356757,10,1
300,0.3197408,0.3197408,5,1
301,0.3306464,0.3306464,6,1
302,0.44592702,0.44592702,7,1
303,0.47735447,0.47735447,8,1
304,0.32045633,0.32045633,9,1
305,0.5356757,0.5356757,10,1
306,0.3197408,0.3197408,5,1
307,0.3306464,0.3306464,6,1
308,0.44592702,0.44592702,7,1
309,0.47735447,0.47735447,8,1
310,0.32045633,0.32045633,9,1
311,0.5356757,0.5356757,10,1
312,0.3197408,0.3197408,5,1
313,0.3306464,0.3306464,6,1
314,0.44592702,0.44592702,7,1
315,0.47735447,0.47735447,8,1
316,0.32045633,0.32045633,9,1
317,0.5356757,0.5356757,10,1
318,0.3197408,0.3197408,5,1
319,0.3306464,0.3306464,6,1
320,0.44592702,0.44592702,7,1
321,0.47735447,0.47735447,8,1
322,0.32045633,0.32045633,9,1
323,0.5356757,0.5356757,10,1
324,0.3197408,0.3197408,5,1
325,0.3306464,0.3306464,6,1
326,0.44592702,0.44592702,7,1
327,0.47735447,0.47735447,8,1
328,0.32045633,0.32045633,9,1
329,0.5356757,0.5356757,10,1
330,0.3197408,0.3197408,5,1
331,0.3306464,0.3306464,6,1
332,0.44592702,0.44592702,7,1
333,0.47735447,0.47735447,8,1
334,0.32045633,0.32045633,9,1
335,0.5356757,0.5356757,10,1
336,0.3197408,0.3197408,5,1
337,0.3306464,0.3306464,6,1
338,0.44592702,0.44592702,7,1
339,0.47735447,0.47735447,8,1
340,0.32045633,0.32045633,9,1
341,0.5356757,0.5356757,10,1
342,0.3197408,0.3197408,5,1
343,0.3306464,0.3306464,6,1
344,0.44592702,0.44592702,7,1
345,0.47735447,0.47735447,8,1
346,0.32045633,0.32045633,9,1
347,0.5356757,0.5356757,10,1
348,0.3197408,0.3197408,5,1
349,0.3306464,0.3306464,6,1
350,0.44592702,0.44592702,7,1
351,0.47735447,0.47735447,8,1
352,0.32045633,0.32045633,9,1
353,0.5356757,0.5356757,10,1
